0.15841535	0.06723767	-0.14138353	0.10114182	0.016989704	0.014394323	0.039080303	-0.04693686	0.02663061	0.040800247	0.12552525	0.28322178	-0.22991864	0.31291863	0.032735456	0.015132657
0.03258831	-0.16871965	-0.3726614	0.10609775	0.3423418	0.29005837	-0.08350708	0.20249063	0.18147695	-0.03283138	0.12868994	0.67657936	-0.534147	0.09352162	-0.34543014	0.11323184
0.20457429	0.33702198	0.073450334	-0.36496854	-0.03012684	-0.0028128684	-0.048612077	-0.23775943	0.06944751	0.15993166	0.40153956	0.29074505	0.064395934	-0.08259381	0.04442078	0.0797315
0.18909442	0.10570978	0.010055568	0.10538138	-0.09856513	-0.095241286	-0.0047362274	-0.13696352	-0.096547894	0.03923119	0.06822079	0.0626452	-0.030722251	0.20879094	0.19310538	-0.0071360394
0.03663727	0.1575884	-0.10112841	0.111718684	0.018832553	-0.21920064	0.23623478	-0.010139036	0.11877401	-0.17506018	-0.043843407	0.07351347	-0.083670974	0.29157582	0.23756312	-0.1648097
0.48657092	0.5196935	0.48140466	-0.6649378	-0.24252866	-0.06212561	-0.020419711	-0.48087496	0.1026079	0.34619045	0.69213146	0.095961794	0.42456275	-0.44981122	0.10072339	0.13815929
0.0643489	-0.060021173	-0.21456712	0.1279924	0.17179398	0.10197106	-0.08841406	0.14025085	0.033610858	-0.06710885	0.03380667	0.36375046	-0.28626955	0.22404839	-0.17269893	-0.016608441
0.010156292	-0.12478026	-0.22061606	0.08095885	0.11971308	0.07230583	-0.12430603	0.07587045	0.072075	-0.0065265507	0.037370287	0.32234412	-0.22863524	0.1694877	-0.10307372	-0.025376381
0.2016637	0.05492091	-0.037879873	-0.06934038	-0.10970631	0.17331053	-0.2018929	-0.063570544	-0.096354984	0.22159275	0.21325044	0.22279045	-0.12252045	0.04209987	-0.061682727	0.08352048
0.44596264	0.39830765	0.44425088	-0.12182867	-0.4551549	-0.32392478	-0.08497321	-0.409783	-0.4120144	0.4581738	0.120703384	-0.41208422	0.324943	0.1583246	0.37323755	0.07638682
0.18584791	-0.14771646	-0.26468134	0.11197783	-0.035058573	0.44350135	-0.4422925	0.022608925	-0.2353498	0.32558388	0.1773586	0.45009428	-0.4491307	-0.023041863	-0.42578858	0.31293267
0.23153755	-0.1386028	0.024685146	0.36197376	-0.28159913	0.15633	-0.4474375	-0.053698543	-0.37188008	0.42094433	-0.032843586	0.020650573	-0.123799056	0.22279008	-0.05909133	0.17436945
0.08657887	0.20220172	0.22859554	0.4083185	-0.31952333	-0.56919354	0.31707036	-0.24537507	-0.17755325	-0.058604643	-0.38849965	-0.48402682	0.33480024	0.50583285	0.55846304	-0.27085084
-0.17800249	-0.25874373	-0.29961097	0.42765102	0.30627152	-0.19601223	0.15341175	0.2625458	0.31059027	-0.2534563	-0.29657316	0.2904394	-0.32660225	0.45860955	0.14836097	-0.29681885
-0.00041172086	-0.06447299	-0.30606115	0.045890763	0.28030485	0.11684135	0.11833019	0.16256143	0.21174948	-0.1903222	0.082429826	0.4432064	-0.3520129	0.19640552	-0.2289135	-0.041121773
-0.103465855	-0.2579626	-0.24600467	0.36306578	0.08973992	-0.14089477	0.049522866	0.2107646	0.050039433	-0.10742678	-0.15408042	0.18770726	-0.3223956	0.2781448	0.13367225	-0.1482179
0.032185916	0.018331114	-0.18058477	0.15918985	0.08094159	-0.16089363	0.25768775	0.033215962	0.15774235	-0.17459644	-0.04949662	0.16752537	-0.16697212	0.2616589	0.099479884	-0.08349335
0.20003034	0.13639058	0.10196936	0.35131416	-0.2858282	-0.16130528	0.060798183	-0.1288033	-0.346068	-0.0028509696	-0.2206423	-0.21228975	-0.02065068	0.32514697	0.15486969	0.067807496
0.2711608	0.12222915	0.118873164	0.16824667	-0.32607368	-0.08310966	-0.047260966	-0.19269454	-0.3022126	0.120712385	-0.0496793	-0.13990754	-0.06357297	0.28569484	0.14945841	0.049024645
-0.19552197	-0.102123365	-0.3651237	0.27223846	0.2252673	-0.19923419	0.22894022	0.19473952	0.2522518	-0.28679335	-0.21806079	0.33072802	-0.3806254	0.22692649	0.086964555	-0.22250895
0.18517545	0.6634727	0.3347363	-0.8392378	0.31030035	-0.062248226	0.17814778	-0.4252646	0.53729016	-0.051111307	0.8424867	0.6528608	0.29497167	-0.55392104	0.031549655	-0.044684242
0.13918553	0.04157746	0.08186699	-0.16621044	-0.042950068	-0.07830324	-0.122618265	-0.15804787	0.03815225	0.13339818	0.23716083	0.066176474	0.13364437	-0.013063885	0.14233686	-0.029358037
